"Notes"	"Year"	"Year Code"	"Cancer Sites"	"Cancer Sites Code"	Count
	"2003"	"2003"	"Other Digestive Organs"	"21130"	57
	"2003"	"2003"	"Respiratory System"	"22010-22060"	14052
	"2003"	"2003"	"Nose, Nasal Cavity and Middle Ear"	"22010"	150
	"2003"	"2003"	"Larynx"	"22020"	846
	"2003"	"2003"	"Lung and Bronchus"	"22030"	13014
	"2003"	"2003"	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	33
	"2003"	"2003"	"Bones and Joints"	"23000"	215
	"2003"	"2003"	"Soft Tissue including Heart"	"24000"	626
	"2003"	"2003"	"Skin excluding Basal and Squamous"	"25010-25020"	2712
	"2003"	"2003"	"Melanoma of the Skin"	"25010"	2434
	"2003"	"2003"	"Other Non-Epithelial Skin"	"25020"	278
	"2003"	"2003"	"Male and Female Breast"	"26000"	14131
	"2003"	"2003"	"Female Breast"	"26000-Female"	14017
	"2003"	"2003"	"Male Breast"	"26000-Male"	114
	"2003"	"2003"	"Female Genital System"	"27010-27070"	6125
	"2003"	"2003"	"Cervix Uteri"	"27010"	947
	"2003"	"2003"	"Corpus Uteri"	"27020"	3029
	"2003"	"2003"	"Uterus, NOS"	"27030"	109
	"2003"	"2003"	"Ovary"	"27040"	1590
	"2003"	"2003"	"Vagina"	"27050"	98
	"2003"	"2003"	"Vulva"	"27060"	267
	"2003"	"2003"	"Other Female Genital Organs"	"27070"	85
	"2003"	"2003"	"Male Genital System"	"28010-28040"	15114
	"2003"	"2003"	"Prostate"	"28010"	14491
	"2003"	"2003"	"Testis"	"28020"	520
	"2003"	"2003"	"Penis"	"28030"	78
	"2003"	"2003"	"Other Male Genital Organs"	"28040"	25
	"2003"	"2003"	"Urinary System"	"29010-29040"	7885
	"2003"	"2003"	"Urinary Bladder, invasive and in situ"	"29010"	4874
	"2003"	"2003"	"Kidney and Renal Pelvis"	"29020"	2817
	"2003"	"2003"	"Ureter"	"29030"	114
	"2003"	"2003"	"Other Urinary Organs"	"29040"	80
	"2003"	"2003"	"Eye and Orbit"	"30000"	201
	"2003"	"2003"	"Brain and Other Nervous System"	"31010-31040"	1384
	"2003"	"2003"	"Brain"	"31010"	1223
	"2003"	"2003"	"Cranial Nerves Other Nervous System"	"31040"	161
	"2003"	"2003"	"Endocrine System"	"32010-32020"	2104
	"2003"	"2003"	"Thyroid"	"32010"	1909
	"2003"	"2003"	"Other Endocrine including Thymus"	"32020"	195
	"2003"	"2003"	"Lymphomas"	"33011-33042"	4847
	"2003"	"2003"	"Hodgkin Lymphoma"	"33011-33012"	626
	"2003"	"2003"	"Hodgkin - Nodal"	"33011"	602
	"2003"	"2003"	"Hodgkin - Extranodal"	"33012"	24
	"2003"	"2003"	"Non-Hodgkin Lymphoma"	"33041-33042"	4221
	"2003"	"2003"	"NHL - Nodal"	"33041"	2751
	"2003"	"2003"	"NHL - Extranodal"	"33042"	1470
	"2003"	"2003"	"Myeloma"	"34000"	1338
	"2003"	"2003"	"Leukemias"	"35011-35043"	2852
	"2003"	"2003"	"Acute Lymphocytic Leukemia"	"35011"	280
	"2003"	"2003"	"Chronic Lymphocytic Leukemia"	"35012"	1094
	"2003"	"2003"	"Acute Myeloid Leukemia"	"35021"	794
	"2003"	"2003"	"Chronic Myeloid Leukemia"	"35022"	356
	"2003"	"2003"	"Other Leukemias"	"35041-35043"	328
	"2003"	"2003"	"Other Lymphocytic Leukemia"	"35013"	98
	"2003"	"2003"	"Acute Monocytic Leukemia"	"35031"	39
	"2003"	"2003"	"Other Acute Leukemia"	"35041"	55
	"2003"	"2003"	"Aleukemic, Subleukemic and NOS"	"35043"	90
	"2003"	"2003"	"Other Myeloid/Monocytic Leukemia"	"35023"	46
	"2003"	"2003"	"Mesothelioma"	"36010"	188
	"2003"	"2003"	"Kaposi Sarcoma"	"36020"	208
	"2003"	"2003"	"Miscellaneous"	"37000"	3833
	"2003"	"2003"	"Male and Female Breast, In Situ"	"Breast-InSitu"	3713
	"2003"	"2003"	"Female Breast, In Situ"	"Breast-InSitu-Female"	3695
	"2003"	"2003"	"Male Breast, In Situ"	"Breast-InSitu-Male"	18
	"2004"	"2004"	"All Invasive Cancer Sites Combined"	"0"	100399
	"2004"	"2004"	"Oral Cavity and Pharynx"	"20010-20100"	2052
	"2004"	"2004"	"Lip"	"20010"	74
	"2004"	"2004"	"Tongue"	"20020"	571
	"2004"	"2004"	"Salivary Gland"	"20030"	261
	"2004"	"2004"	"Floor of Mouth"	"20040"	124
	"2004"	"2004"	"Gum and Other Mouth"	"20050"	321
	"2004"	"2004"	"Nasopharynx"	"20060"	148
	"2004"	"2004"	"Tonsil"	"20070"	282
	"2004"	"2004"	"Oropharynx"	"20080"	105
	"2004"	"2004"	"Hypopharynx"	"20090"	124
	"2004"	"2004"	"Other Oral Cavity and Pharynx"	"20100"	42
	"2004"	"2004"	"Digestive System"	"21010-21130"	19545
	"2004"	"2004"	"Esophagus"	"21010"	1045
	"2004"	"2004"	"Stomach"	"21020"	1908
	"2004"	"2004"	"Small Intestine"	"21030"	399
	"2004"	"2004"	"Colon and Rectum"	"21041-21052"	10827
	"2004"	"2004"	"Colon excluding Rectum"	"21041-21049"	7834
	"2004"	"2004"	"Cecum"	"21041"	1617
	"2004"	"2004"	"Appendix"	"21042"	142
	"2004"	"2004"	"Ascending Colon"	"21043"	1538
	"2004"	"2004"	"Hepatic Flexure"	"21044"	415
	"2004"	"2004"	"Transverse Colon"	"21045"	658
	"2004"	"2004"	"Splenic Flexure"	"21046"	244
	"2004"	"2004"	"Descending Colon"	"21047"	482
	"2004"	"2004"	"Sigmoid Colon"	"21048"	2110
	"2004"	"2004"	"Large Intestine, NOS"	"21049"	628
	"2004"	"2004"	"Rectum and Rectosigmoid Junction"	"21051-21052"	2993
	"2004"	"2004"	"Rectosigmoid Junction"	"21051"	987
	"2004"	"2004"	"Rectum"	"21052"	2006
	"2004"	"2004"	"Anus, Anal Canal and Anorectum"	"21060"	316
	"2004"	"2004"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	1466
	"2004"	"2004"	"Liver"	"21071"	1321
	"2004"	"2004"	"Intrahepatic Bile Duct"	"21072"	145
	"2004"	"2004"	"Gallbladder"	"21080"	312
	"2004"	"2004"	"Other Biliary"	"21090"	388
	"2004"	"2004"	"Pancreas"	"21100"	2598
	"2004"	"2004"	"Retroperitoneum"	"21110"	97
	"2004"	"2004"	"Peritoneum, Omentum and Mesentery"	"21120"	111
	"2004"	"2004"	"Other Digestive Organs"	"21130"	78
	"2004"	"2004"	"Respiratory System"	"22010-22060"	14126
	"2004"	"2004"	"Nose, Nasal Cavity and Middle Ear"	"22010"	138
	"2004"	"2004"	"Larynx"	"22020"	832
	"2004"	"2004"	"Lung and Bronchus"	"22030"	13122
	"2004"	"2004"	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	31
	"2004"	"2004"	"Bones and Joints"	"23000"	229
	"2004"	"2004"	"Soft Tissue including Heart"	"24000"	666
	"2004"	"2004"	"Skin excluding Basal and Squamous"	"25010-25020"	3253
	"2004"	"2004"	"Melanoma of the Skin"	"25010"	2957
	"2004"	"2004"	"Other Non-Epithelial Skin"	"25020"	296
	"2004"	"2004"	"Male and Female Breast"	"26000"	13925
	"2004"	"2004"	"Female Breast"	"26000-Female"	13804
	"2004"	"2004"	"Male Breast"	"26000-Male"	121
	"2004"	"2004"	"Female Genital System"	"27010-27070"	6145
	"2004"	"2004"	"Cervix Uteri"	"27010"	861
	"2004"	"2004"	"Corpus Uteri"	"27020"	3178
	"2004"	"2004"	"Uterus, NOS"	"27030"	82
	"2004"	"2004"	"Ovary"	"27040"	1615
	"2004"	"2004"	"Vagina"	"27050"	73
	"2004"	"2004"	"Vulva"	"27060"	257
	"2004"	"2004"	"Other Female Genital Organs"	"27070"	79
	"2004"	"2004"	"Male Genital System"	"28010-28040"	14809
	"2004"	"2004"	"Prostate"	"28010"	14212
	"2004"	"2004"	"Testis"	"28020"	502
	"2004"	"2004"	"Penis"	"28030"	70
	"2004"	"2004"	"Other Male Genital Organs"	"28040"	25
	"2004"	"2004"	"Urinary System"	"29010-29040"	8271
	"2004"	"2004"	"Urinary Bladder, invasive and in situ"	"29010"	5030
	"2004"	"2004"	"Kidney and Renal Pelvis"	"29020"	3043
	"2004"	"2004"	"Ureter"	"29030"	122
	"2004"	"2004"	"Other Urinary Organs"	"29040"	76
	"2004"	"2004"	"Eye and Orbit"	"30000"	222
	"2004"	"2004"	"Brain and Other Nervous System"	"31010-31040"	1332
	"2004"	"2004"	"Brain"	"31010"	1227
	"2004"	"2004"	"Cranial Nerves Other Nervous System"	"31040"	105
	"2004"	"2004"	"Endocrine System"	"32010-32020"	2353
	"2004"	"2004"	"Thyroid"	"32010"	2163
	"2004"	"2004"	"Other Endocrine including Thymus"	"32020"	190
	"2004"	"2004"	"Lymphomas"	"33011-33042"	4844
	"2004"	"2004"	"Hodgkin Lymphoma"	"33011-33012"	661
	"2004"	"2004"	"Hodgkin - Nodal"	"33011"	633
	"2004"	"2004"	"Hodgkin - Extranodal"	"33012"	28
	"2004"	"2004"	"Non-Hodgkin Lymphoma"	"33041-33042"	4183
	"2004"	"2004"	"NHL - Nodal"	"33041"	2732
	"2004"	"2004"	"NHL - Extranodal"	"33042"	1451
	"2004"	"2004"	"Myeloma"	"34000"	1372
	"2004"	"2004"	"Leukemias"	"35011-35043"	2885
	"2004"	"2004"	"Acute Lymphocytic Leukemia"	"35011"	286
	"2004"	"2004"	"Chronic Lymphocytic Leukemia"	"35012"	1143
	"2004"	"2004"	"Acute Myeloid Leukemia"	"35021"	814
	"2004"	"2004"	"Chronic Myeloid Leukemia"	"35022"	342
	"2004"	"2004"	"Other Leukemias"	"35041-35043"	300
	"2004"	"2004"	"Other Lymphocytic Leukemia"	"35013"	89
	"2004"	"2004"	"Acute Monocytic Leukemia"	"35031"	46
	"2004"	"2004"	"Other Acute Leukemia"	"35041"	60
	"2004"	"2004"	"Aleukemic, Subleukemic and NOS"	"35043"	76
	"2004"	"2004"	"Other Myeloid/Monocytic Leukemia"	"35023"	29
	"2004"	"2004"	"Mesothelioma"	"36010"	204
	"2004"	"2004"	"Kaposi Sarcoma"	"36020"	191
	"2004"	"2004"	"Miscellaneous"	"37000"	3975
	"2004"	"2004"	"Male and Female Breast, In Situ"	"Breast-InSitu"	3768
	"2004"	"2004"	"Female Breast, In Situ"	"Breast-InSitu-Female"	3757
	"2005"	"2005"	"All Invasive Cancer Sites Combined"	"0"	101845
	"2005"	"2005"	"Oral Cavity and Pharynx"	"20010-20100"	1978
	"2005"	"2005"	"Lip"	"20010"	73
	"2005"	"2005"	"Tongue"	"20020"	487
	"2005"	"2005"	"Salivary Gland"	"20030"	252
	"2005"	"2005"	"Floor of Mouth"	"20040"	124
	"2005"	"2005"	"Gum and Other Mouth"	"20050"	306
	"2005"	"2005"	"Nasopharynx"	"20060"	171
	"2005"	"2005"	"Tonsil"	"20070"	295
	"2005"	"2005"	"Oropharynx"	"20080"	102
	"2005"	"2005"	"Hypopharynx"	"20090"	135
	"2005"	"2005"	"Other Oral Cavity and Pharynx"	"20100"	33
	"2005"	"2005"	"Digestive System"	"21010-21130"	19367
	"2005"	"2005"	"Esophagus"	"21010"	1091
	"2005"	"2005"	"Stomach"	"21020"	1929
	"2005"	"2005"	"Small Intestine"	"21030"	425
	"2005"	"2005"	"Colon and Rectum"	"21041-21052"	10356
	"2005"	"2005"	"Colon excluding Rectum"	"21041-21049"	7593
	"2005"	"2005"	"Cecum"	"21041"	1666
	"2005"	"2005"	"Appendix"	"21042"	136
	"2005"	"2005"	"Ascending Colon"	"21043"	1377
	"2005"	"2005"	"Hepatic Flexure"	"21044"	322
	"2005"	"2005"	"Transverse Colon"	"21045"	651
	"2005"	"2005"	"Splenic Flexure"	"21046"	263
	"2005"	"2005"	"Descending Colon"	"21047"	474
	"2005"	"2005"	"Sigmoid Colon"	"21048"	2067
	"2005"	"2005"	"Large Intestine, NOS"	"21049"	637
	"2005"	"2005"	"Rectum and Rectosigmoid Junction"	"21051-21052"	2763
	"2005"	"2005"	"Rectosigmoid Junction"	"21051"	869
	"2005"	"2005"	"Rectum"	"21052"	1894
	"2005"	"2005"	"Anus, Anal Canal and Anorectum"	"21060"	370
	"2005"	"2005"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	1552
	"2005"	"2005"	"Liver"	"21071"	1405
	"2005"	"2005"	"Intrahepatic Bile Duct"	"21072"	147
	"2005"	"2005"	"Gallbladder"	"21080"	318
	"2005"	"2005"	"Other Biliary"	"21090"	400
	"2005"	"2005"	"Pancreas"	"21100"	2608
	"2005"	"2005"	"Retroperitoneum"	"21110"	98
	"2005"	"2005"	"Peritoneum, Omentum and Mesentery"	"21120"	140
	"2005"	"2005"	"Other Digestive Organs"	"21130"	80
	"2005"	"2005"	"Respiratory System"	"22010-22060"	14199
	"2005"	"2005"	"Nose, Nasal Cavity and Middle Ear"	"22010"	110
	"2005"	"2005"	"Larynx"	"22020"	862
	"2005"	"2005"	"Lung and Bronchus"	"22030"	13186
	"2005"	"2005"	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	34
	"2005"	"2005"	"Bones and Joints"	"23000"	210
	"2005"	"2005"	"Soft Tissue including Heart"	"24000"	604
	"2005"	"2005"	"Skin excluding Basal and Squamous"	"25010-25020"	3544
	"2005"	"2005"	"Melanoma of the Skin"	"25010"	3229
	"2005"	"2005"	"Other Non-Epithelial Skin"	"25020"	315
	"2005"	"2005"	"Male and Female Breast"	"26000"	14026
	"2005"	"2005"	"Female Breast"	"26000-Female"	13913
	"2005"	"2005"	"Male Breast"	"26000-Male"	113
	"2005"	"2005"	"Female Genital System"	"27010-27070"	6211
	"2005"	"2005"	"Cervix Uteri"	"27010"	957
	"2005"	"2005"	"Corpus Uteri"	"27020"	3207
	"2005"	"2005"	"Uterus, NOS"	"27030"	106
	"2005"	"2005"	"Ovary"	"27040"	1506
	"2005"	"2005"	"Vagina"	"27050"	65
	"2005"	"2005"	"Vulva"	"27060"	277
	"2005"	"2005"	"Other Female Genital Organs"	"27070"	93
	"2005"	"2005"	"Male Genital System"	"28010-28040"	15072
	"2005"	"2005"	"Prostate"	"28010"	14433
	"2005"	"2005"	"Testis"	"28020"	537
	"2005"	"2005"	"Penis"	"28030"	85
	"2005"	"2005"	"Other Male Genital Organs"	"28040"	17
	"2005"	"2005"	"Urinary System"	"29010-29040"	8335
	"2005"	"2005"	"Urinary Bladder, invasive and in situ"	"29010"	5078
	"2005"	"2005"	"Kidney and Renal Pelvis"	"29020"	3054
	"2005"	"2005"	"Ureter"	"29030"	137
	"2005"	"2005"	"Other Urinary Organs"	"29040"	66
	"2005"	"2005"	"Eye and Orbit"	"30000"	199
	"2005"	"2005"	"Brain and Other Nervous System"	"31010-31040"	1382
	"2005"	"2005"	"Brain"	"31010"	1275
	"2005"	"2005"	"Cranial Nerves Other Nervous System"	"31040"	107
	"2005"	"2005"	"Endocrine System"	"32010-32020"	2795
	"2005"	"2005"	"Thyroid"	"32010"	2579
	"2005"	"2005"	"Other Endocrine including Thymus"	"32020"	216
	"2005"	"2005"	"Lymphomas"	"33011-33042"	5054
	"2005"	"2005"	"Hodgkin Lymphoma"	"33011-33012"	669
	"2005"	"2005"	"Hodgkin - Nodal"	"33011"	642
	"2005"	"2005"	"Hodgkin - Extranodal"	"33012"	27
	"2005"	"2005"	"Non-Hodgkin Lymphoma"	"33041-33042"	4385
	"2005"	"2005"	"NHL - Nodal"	"33041"	2882
	"2005"	"2005"	"NHL - Extranodal"	"33042"	1503
	"2005"	"2005"	"Myeloma"	"34000"	1420
	"2005"	"2005"	"Leukemias"	"35011-35043"	2900
	"2005"	"2005"	"Acute Lymphocytic Leukemia"	"35011"	266
	"2005"	"2005"	"Chronic Lymphocytic Leukemia"	"35012"	1183
	"2005"	"2005"	"Acute Myeloid Leukemia"	"35021"	774
	"2005"	"2005"	"Chronic Myeloid Leukemia"	"35022"	344
	"2005"	"2005"	"Other Leukemias"	"35041-35043"	333
	"2005"	"2005"	"Other Lymphocytic Leukemia"	"35013"	96
	"2005"	"2005"	"Acute Monocytic Leukemia"	"35031"	48
	"2005"	"2005"	"Other Acute Leukemia"	"35041"	45
	"2005"	"2005"	"Aleukemic, Subleukemic and NOS"	"35043"	96
	"2005"	"2005"	"Other Myeloid/Monocytic Leukemia"	"35023"	48
	"2005"	"2005"	"Mesothelioma"	"36010"	220
	"2005"	"2005"	"Kaposi Sarcoma"	"36020"	207
	"2005"	"2005"	"Miscellaneous"	"37000"	4122
	"2005"	"2005"	"Male and Female Breast, In Situ"	"Breast-InSitu"	3946
	"2005"	"2005"	"Female Breast, In Situ"	"Breast-InSitu-Female"	3929
	"2005"	"2005"	"Male Breast, In Situ"	"Breast-InSitu-Male"	17
	"2006"	"2006"	"All Invasive Cancer Sites Combined"	"0"	104806
	"2006"	"2006"	"Oral Cavity and Pharynx"	"20010-20100"	2077
	"2006"	"2006"	"Lip"	"20010"	82
	"2006"	"2006"	"Tongue"	"20020"	566
	"2006"	"2006"	"Salivary Gland"	"20030"	261
	"2006"	"2006"	"Floor of Mouth"	"20040"	119
	"2006"	"2006"	"Gum and Other Mouth"	"20050"	344
	"2006"	"2006"	"Nasopharynx"	"20060"	140
	"2006"	"2006"	"Tonsil"	"20070"	306
	"2006"	"2006"	"Oropharynx"	"20080"	83
	"2006"	"2006"	"Hypopharynx"	"20090"	144
	"2006"	"2006"	"Other Oral Cavity and Pharynx"	"20100"	32
	"2006"	"2006"	"Digestive System"	"21010-21130"	19201
	"2006"	"2006"	"Esophagus"	"21010"	1088
	"2006"	"2006"	"Stomach"	"21020"	1862
	"2006"	"2006"	"Small Intestine"	"21030"	480
	"2006"	"2006"	"Colon and Rectum"	"21041-21052"	10059
	"2006"	"2006"	"Colon excluding Rectum"	"21041-21049"	7311
	"2006"	"2006"	"Cecum"	"21041"	1570
	"2006"	"2006"	"Appendix"	"21042"	174
	"2006"	"2006"	"Ascending Colon"	"21043"	1383
	"2006"	"2006"	"Hepatic Flexure"	"21044"	348
	"2006"	"2006"	"Transverse Colon"	"21045"	668
	"2006"	"2006"	"Splenic Flexure"	"21046"	220
	"2006"	"2006"	"Descending Colon"	"21047"	444
	"2006"	"2006"	"Sigmoid Colon"	"21048"	1944
	"2006"	"2006"	"Large Intestine, NOS"	"21049"	560
	"2006"	"2006"	"Rectum and Rectosigmoid Junction"	"21051-21052"	2748
	"2006"	"2006"	"Rectosigmoid Junction"	"21051"	795
	"2006"	"2006"	"Rectum"	"21052"	1953
	"2006"	"2006"	"Anus, Anal Canal and Anorectum"	"21060"	366
	"2006"	"2006"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	1575
	"2006"	"2006"	"Liver"	"21071"	1455
	"2006"	"2006"	"Intrahepatic Bile Duct"	"21072"	120
	"2006"	"2006"	"Gallbladder"	"21080"	325
	"2006"	"2006"	"Other Biliary"	"21090"	392
	"2006"	"2006"	"Pancreas"	"21100"	2730
	"2006"	"2006"	"Retroperitoneum"	"21110"	92
	"2006"	"2006"	"Peritoneum, Omentum and Mesentery"	"21120"	132
	"2006"	"2006"	"Other Digestive Organs"	"21130"	100
	"2006"	"2006"	"Respiratory System"	"22010-22060"	14364
	"2006"	"2006"	"Nose, Nasal Cavity and Middle Ear"	"22010"	156
	"2006"	"2006"	"Larynx"	"22020"	819
	"2006"	"2006"	"Lung and Bronchus"	"22030"	13348
	"2006"	"2006"	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	36
	"2006"	"2006"	"Bones and Joints"	"23000"	222
	"2006"	"2006"	"Soft Tissue including Heart"	"24000"	652
	"2006"	"2006"	"Skin excluding Basal and Squamous"	"25010-25020"	3902
	"2006"	"2006"	"Melanoma of the Skin"	"25010"	3593
	"2006"	"2006"	"Other Non-Epithelial Skin"	"25020"	309
	"2006"	"2006"	"Male and Female Breast"	"26000"	14395
	"2006"	"2006"	"Female Breast"	"26000-Female"	14271
	"2006"	"2006"	"Male Breast"	"26000-Male"	124
	"2006"	"2006"	"Female Genital System"	"27010-27070"	6226
	"2006"	"2006"	"Cervix Uteri"	"27010"	903
	"2006"	"2006"	"Corpus Uteri"	"27020"	3200
	"2006"	"2006"	"Uterus, NOS"	"27030"	108
	"2006"	"2006"	"Ovary"	"27040"	1539
	"2006"	"2006"	"Vagina"	"27050"	82
	"2006"	"2006"	"Vulva"	"27060"	290
	"2006"	"2006"	"Other Female Genital Organs"	"27070"	104
	"2006"	"2006"	"Male Genital System"	"28010-28040"	16715
	"2006"	"2006"	"Prostate"	"28010"	16097
	"2006"	"2006"	"Testis"	"28020"	511
	"2006"	"2006"	"Penis"	"28030"	75
	"2006"	"2006"	"Other Male Genital Organs"	"28040"	32
	"2006"	"2006"	"Urinary System"	"29010-29040"	8504
	"2006"	"2006"	"Urinary Bladder, invasive and in situ"	"29010"	4967
	"2006"	"2006"	"Kidney and Renal Pelvis"	"29020"	3334
	"2006"	"2006"	"Ureter"	"29030"	140
	"2006"	"2006"	"Other Urinary Organs"	"29040"	63
	"2006"	"2006"	"Eye and Orbit"	"30000"	201
	"2006"	"2006"	"Brain and Other Nervous System"	"31010-31040"	1364
	"2006"	"2006"	"Brain"	"31010"	1261
	"2006"	"2006"	"Cranial Nerves Other Nervous System"	"31040"	103
	"2006"	"2006"	"Endocrine System"	"32010-32020"	2872
	"2006"	"2006"	"Thyroid"	"32010"	2670
	"2006"	"2006"	"Other Endocrine including Thymus"	"32020"	202
	"2006"	"2006"	"Lymphomas"	"33011-33042"	5105
	"2006"	"2006"	"Hodgkin Lymphoma"	"33011-33012"	648
	"2006"	"2006"	"Hodgkin - Nodal"	"33011"	614
	"2006"	"2006"	"Hodgkin - Extranodal"	"33012"	34
	"2006"	"2006"	"Non-Hodgkin Lymphoma"	"33041-33042"	4457
	"2006"	"2006"	"NHL - Nodal"	"33041"	2899
	"2006"	"2006"	"NHL - Extranodal"	"33042"	1558
	"2006"	"2006"	"Myeloma"	"34000"	1451
	"2006"	"2006"	"Leukemias"	"35011-35043"	2926
	"2006"	"2006"	"Acute Lymphocytic Leukemia"	"35011"	288
	"2006"	"2006"	"Chronic Lymphocytic Leukemia"	"35012"	1172
	"2006"	"2006"	"Acute Myeloid Leukemia"	"35021"	787
	"2006"	"2006"	"Chronic Myeloid Leukemia"	"35022"	339
	"2006"	"2006"	"Other Leukemias"	"35041-35043"	340
	"2006"	"2006"	"Other Lymphocytic Leukemia"	"35013"	103
	"2006"	"2006"	"Acute Monocytic Leukemia"	"35031"	46
	"2006"	"2006"	"Other Acute Leukemia"	"35041"	58
	"2006"	"2006"	"Aleukemic, Subleukemic and NOS"	"35043"	89
	"2006"	"2006"	"Other Myeloid/Monocytic Leukemia"	"35023"	44
	"2006"	"2006"	"Mesothelioma"	"36010"	188
	"2006"	"2006"	"Kaposi Sarcoma"	"36020"	191
	"2006"	"2006"	"Miscellaneous"	"37000"	4250
	"2006"	"2006"	"Male and Female Breast, In Situ"	"Breast-InSitu"	4240
	"2006"	"2006"	"Female Breast, In Situ"	"Breast-InSitu-Female"	4224
	"2006"	"2006"	"Male Breast, In Situ"	"Breast-InSitu-Male"	16
	"2007"	"2007"	"All Invasive Cancer Sites Combined"	"0"	106636
	"2007"	"2007"	"Oral Cavity and Pharynx"	"20010-20100"	2232
	"2007"	"2007"	"Lip"	"20010"	89
	"2007"	"2007"	"Tongue"	"20020"	638
	"2007"	"2007"	"Salivary Gland"	"20030"	264
	"2007"	"2007"	"Floor of Mouth"	"20040"	122
	"2007"	"2007"	"Gum and Other Mouth"	"20050"	345
	"2007"	"2007"	"Nasopharynx"	"20060"	146
	"2007"	"2007"	"Tonsil"	"20070"	339
	"2007"	"2007"	"Oropharynx"	"20080"	102
	"2007"	"2007"	"Hypopharynx"	"20090"	153
	"2007"	"2007"	"Other Oral Cavity and Pharynx"	"20100"	34
	"2007"	"2007"	"Digestive System"	"21010-21130"	19558
	"2007"	"2007"	"Esophagus"	"21010"	1048
	"2007"	"2007"	"Stomach"	"21020"	1926
	"2007"	"2007"	"Small Intestine"	"21030"	464
	"2007"	"2007"	"Colon and Rectum"	"21041-21052"	10167
	"2007"	"2007"	"Colon excluding Rectum"	"21041-21049"	7357
	"2007"	"2007"	"Cecum"	"21041"	1558
	"2007"	"2007"	"Appendix"	"21042"	152
	"2007"	"2007"	"Ascending Colon"	"21043"	1384
	"2007"	"2007"	"Hepatic Flexure"	"21044"	372
	"2007"	"2007"	"Transverse Colon"	"21045"	674
	"2007"	"2007"	"Splenic Flexure"	"21046"	256
	"2007"	"2007"	"Descending Colon"	"21047"	472
	"2007"	"2007"	"Sigmoid Colon"	"21048"	1947
	"2007"	"2007"	"Large Intestine, NOS"	"21049"	542
	"2007"	"2007"	"Rectum and Rectosigmoid Junction"	"21051-21052"	2810
	"2007"	"2007"	"Rectosigmoid Junction"	"21051"	821
	"2007"	"2007"	"Rectum"	"21052"	1989
	"2007"	"2007"	"Anus, Anal Canal and Anorectum"	"21060"	368
	"2007"	"2007"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	1735
	"2007"	"2007"	"Liver"	"21071"	1569
	"2007"	"2007"	"Intrahepatic Bile Duct"	"21072"	166
	"2007"	"2007"	"Gallbladder"	"21080"	299
	"2007"	"2007"	"Other Biliary"	"21090"	421
	"2007"	"2007"	"Pancreas"	"21100"	2805
	"2007"	"2007"	"Retroperitoneum"	"21110"	90
	"2007"	"2007"	"Peritoneum, Omentum and Mesentery"	"21120"	150
	"2007"	"2007"	"Other Digestive Organs"	"21130"	85
	"2007"	"2007"	"Respiratory System"	"22010-22060"	14526
	"2007"	"2007"	"Nose, Nasal Cavity and Middle Ear"	"22010"	148
	"2007"	"2007"	"Larynx"	"22020"	801
	"2007"	"2007"	"Lung and Bronchus"	"22030"	13537
	"2007"	"2007"	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	33
	"2007"	"2007"	"Bones and Joints"	"23000"	207
	"2007"	"2007"	"Soft Tissue including Heart"	"24000"	666
	"2007"	"2007"	"Skin excluding Basal and Squamous"	"25010-25020"	3607
	"2007"	"2007"	"Melanoma of the Skin"	"25010"	3297
	"2007"	"2007"	"Other Non-Epithelial Skin"	"25020"	310
	"2007"	"2007"	"Male and Female Breast"	"26000"	14566
	"2007"	"2007"	"Female Breast"	"26000-Female"	14448
	"2007"	"2007"	"Male Breast"	"26000-Male"	118
	"2007"	"2007"	"Female Genital System"	"27010-27070"	6270
	"2007"	"2007"	"Cervix Uteri"	"27010"	916
	"2007"	"2007"	"Corpus Uteri"	"27020"	3262
	"2007"	"2007"	"Uterus, NOS"	"27030"	83
	"2007"	"2007"	"Ovary"	"27040"	1539
	"2007"	"2007"	"Vagina"	"27050"	80
	"2007"	"2007"	"Vulva"	"27060"	267
	"2007"	"2007"	"Other Female Genital Organs"	"27070"	123
	"2007"	"2007"	"Male Genital System"	"28010-28040"	17300
	"2007"	"2007"	"Prostate"	"28010"	16641
	"2007"	"2007"	"Testis"	"28020"	554
	"2007"	"2007"	"Penis"	"28030"	86
	"2007"	"2007"	"Other Male Genital Organs"	"28040"	19
	"2007"	"2007"	"Urinary System"	"29010-29040"	8638
	"2007"	"2007"	"Urinary Bladder, invasive and in situ"	"29010"	5003
	"2007"	"2007"	"Kidney and Renal Pelvis"	"29020"	3421
	"2007"	"2007"	"Ureter"	"29030"	138
	"2007"	"2007"	"Other Urinary Organs"	"29040"	76
	"2007"	"2007"	"Eye and Orbit"	"30000"	230
	"2007"	"2007"	"Brain and Other Nervous System"	"31010-31040"	1316
	"2007"	"2007"	"Brain"	"31010"	1221
	"2007"	"2007"	"Cranial Nerves Other Nervous System"	"31040"	95
