"Notes"	"Year"	"Year Code"	"Cancer Sites"	"Cancer Sites Code"	Count
	"2003"	"2003"	"Descending Colon"	"21047"	6397
	"2003"	"2003"	"Sigmoid Colon"	"21048"	30731
	"2003"	"2003"	"Large Intestine, NOS"	"21049"	9546
	"2003"	"2003"	"Rectum and Rectosigmoid Junction"	"21051-21052"	41387
	"2003"	"2003"	"Rectosigmoid Junction"	"21051"	11844
	"2003"	"2003"	"Rectum"	"21052"	29543
	"2003"	"2003"	"Anus, Anal Canal and Anorectum"	"21060"	4512
	"2003"	"2003"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	16284
	"2003"	"2003"	"Liver"	"21071"	14677
	"2003"	"2003"	"Intrahepatic Bile Duct"	"21072"	1607
	"2003"	"2003"	"Gallbladder"	"21080"	3331
	"2003"	"2003"	"Other Biliary"	"21090"	4841
	"2003"	"2003"	"Pancreas"	"21100"	33530
	"2003"	"2003"	"Retroperitoneum"	"21110"	1127
	"2003"	"2003"	"Peritoneum, Omentum and Mesentery"	"21120"	1780
	"2003"	"2003"	"Other Digestive Organs"	"21130"	1111
	"2003"	"2003"	"Respiratory System"	"22010-22060"	220042
	"2003"	"2003"	"Nose, Nasal Cavity and Middle Ear"	"22010"	2001
	"2003"	"2003"	"Larynx"	"22020"	12298
	"2003"	"2003"	"Lung and Bronchus"	"22030"	205063
	"2003"	"2003"	"Pleura"	"22050"	96
	"2003"	"2003"	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	584
	"2003"	"2003"	"Bones and Joints"	"23000"	2747
	"2003"	"2003"	"Soft Tissue including Heart"	"24000"	9047
	"2003"	"2003"	"Skin excluding Basal and Squamous"	"25010-25020"	54620
	"2003"	"2003"	"Melanoma of the Skin"	"25010"	50283
	"2003"	"2003"	"Other Non-Epithelial Skin"	"25020"	4337
	"2003"	"2003"	"Male and Female Breast"	"26000"	196854
	"2003"	"2003"	"Female Breast"	"26000-Female"	195191
	"2003"	"2003"	"Male Breast"	"26000-Male"	1663
	"2003"	"2003"	"Female Genital System"	"27010-27070"	77591
	"2003"	"2003"	"Cervix Uteri"	"27010"	12696
	"2003"	"2003"	"Corpus Uteri"	"27020"	35784
	"2003"	"2003"	"Uterus, NOS"	"27030"	1323
	"2003"	"2003"	"Ovary"	"27040"	21759
	"2003"	"2003"	"Vagina"	"27050"	1153
	"2003"	"2003"	"Vulva"	"27060"	3822
	"2003"	"2003"	"Other Female Genital Organs"	"27070"	1054
	"2003"	"2003"	"Male Genital System"	"28010-28040"	213051
	"2003"	"2003"	"Prostate"	"28010"	203848
	"2003"	"2003"	"Testis"	"28020"	7762
	"2003"	"2003"	"Penis"	"28030"	1141
	"2003"	"2003"	"Other Male Genital Organs"	"28040"	300
	"2003"	"2003"	"Urinary System"	"29010-29040"	108070
	"2003"	"2003"	"Urinary Bladder, invasive and in situ"	"29010"	63713
	"2003"	"2003"	"Kidney and Renal Pelvis"	"29020"	41921
	"2003"	"2003"	"Ureter"	"29030"	1685
	"2003"	"2003"	"Other Urinary Organs"	"29040"	751
	"2003"	"2003"	"Eye and Orbit"	"30000"	2588
	"2003"	"2003"	"Brain and Other Nervous System"	"31010-31040"	19906
	"2003"	"2003"	"Brain"	"31010"	18424
	"2003"	"2003"	"Cranial Nerves Other Nervous System"	"31040"	1482
	"2003"	"2003"	"Endocrine System"	"32010-32020"	27882
	"2003"	"2003"	"Thyroid"	"32010"	25756
	"2003"	"2003"	"Other Endocrine including Thymus"	"32020"	2126
	"2003"	"2003"	"Lymphomas"	"33011-33042"	65629
	"2003"	"2003"	"Hodgkin Lymphoma"	"33011-33012"	8230
	"2003"	"2003"	"Hodgkin - Nodal"	"33011"	7939
	"2003"	"2003"	"Hodgkin - Extranodal"	"33012"	291
	"2003"	"2003"	"Non-Hodgkin Lymphoma"	"33041-33042"	57399
	"2003"	"2003"	"NHL - Nodal"	"33041"	39311
	"2003"	"2003"	"NHL - Extranodal"	"33042"	18088
	"2003"	"2003"	"Myeloma"	"34000"	17265
	"2003"	"2003"	"Leukemias"	"35011-35043"	38974
	"2003"	"2003"	"Acute Lymphocytic Leukemia"	"35011"	4246
	"2003"	"2003"	"Chronic Lymphocytic Leukemia"	"35012"	13857
	"2003"	"2003"	"Acute Myeloid Leukemia"	"35021"	10901
	"2003"	"2003"	"Chronic Myeloid Leukemia"	"35022"	4682
	"2003"	"2003"	"Other Leukemias"	"35041-35043"	5288
	"2003"	"2003"	"Other Lymphocytic Leukemia"	"35013"	1415
	"2003"	"2003"	"Acute Monocytic Leukemia"	"35031"	767
	"2003"	"2003"	"Other Acute Leukemia"	"35041"	970
	"2003"	"2003"	"Aleukemic, Subleukemic and NOS"	"35043"	1493
	"2003"	"2003"	"Other Myeloid/Monocytic Leukemia"	"35023"	643
	"2003"	"2003"	"Mesothelioma"	"36010"	3138
	"2003"	"2003"	"Kaposi Sarcoma"	"36020"	1427
	"2003"	"2003"	"Miscellaneous"	"37000"	52963
	"2003"	"2003"	"Male and Female Breast, In Situ"	"Breast-InSitu"	45315
	"2003"	"2003"	"Female Breast, In Situ"	"Breast-InSitu-Female"	45102
	"2003"	"2003"	"Male Breast, In Situ"	"Breast-InSitu-Male"	213
	"2004"	"2004"	"All Invasive Cancer Sites Combined"	"0"	1428206
	"2004"	"2004"	"Oral Cavity and Pharynx"	"20010-20100"	32599
	"2004"	"2004"	"Lip"	"20010"	2124
	"2004"	"2004"	"Tongue"	"20020"	8779
	"2004"	"2004"	"Salivary Gland"	"20030"	3627
	"2004"	"2004"	"Floor of Mouth"	"20040"	2093
	"2004"	"2004"	"Gum and Other Mouth"	"20050"	4714
	"2004"	"2004"	"Nasopharynx"	"20060"	1664
	"2004"	"2004"	"Tonsil"	"20070"	5015
	"2004"	"2004"	"Oropharynx"	"20080"	1423
	"2004"	"2004"	"Hypopharynx"	"20090"	2355
	"2004"	"2004"	"Other Oral Cavity and Pharynx"	"20100"	805
	"2004"	"2004"	"Digestive System"	"21010-21130"	263392
	"2004"	"2004"	"Esophagus"	"21010"	15300
	"2004"	"2004"	"Stomach"	"21020"	21075
	"2004"	"2004"	"Small Intestine"	"21030"	5852
	"2004"	"2004"	"Colon and Rectum"	"21041-21052"	152044
	"2004"	"2004"	"Colon excluding Rectum"	"21041-21049"	110768
	"2004"	"2004"	"Cecum"	"21041"	23750
	"2004"	"2004"	"Appendix"	"21042"	1881
	"2004"	"2004"	"Ascending Colon"	"21043"	20806
	"2004"	"2004"	"Hepatic Flexure"	"21044"	5583
	"2004"	"2004"	"Transverse Colon"	"21045"	9558
	"2004"	"2004"	"Splenic Flexure"	"21046"	3670
	"2004"	"2004"	"Descending Colon"	"21047"	6435
	"2004"	"2004"	"Sigmoid Colon"	"21048"	30313
	"2004"	"2004"	"Large Intestine, NOS"	"21049"	8772
	"2004"	"2004"	"Rectum and Rectosigmoid Junction"	"21051-21052"	41276
	"2004"	"2004"	"Rectosigmoid Junction"	"21051"	11696
	"2004"	"2004"	"Rectum"	"21052"	29580
	"2004"	"2004"	"Anus, Anal Canal and Anorectum"	"21060"	4676
	"2004"	"2004"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	17599
	"2004"	"2004"	"Liver"	"21071"	15925
	"2004"	"2004"	"Intrahepatic Bile Duct"	"21072"	1674
	"2004"	"2004"	"Gallbladder"	"21080"	3355
	"2004"	"2004"	"Other Biliary"	"21090"	4952
	"2004"	"2004"	"Pancreas"	"21100"	34360
	"2004"	"2004"	"Retroperitoneum"	"21110"	1134
	"2004"	"2004"	"Peritoneum, Omentum and Mesentery"	"21120"	1927
	"2004"	"2004"	"Other Digestive Organs"	"21130"	1118
	"2004"	"2004"	"Respiratory System"	"22010-22060"	221657
	"2004"	"2004"	"Nose, Nasal Cavity and Middle Ear"	"22010"	2100
	"2004"	"2004"	"Larynx"	"22020"	12606
	"2004"	"2004"	"Lung and Bronchus"	"22030"	206228
	"2004"	"2004"	"Pleura"	"22050"	103
	"2004"	"2004"	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	620
	"2004"	"2004"	"Bones and Joints"	"23000"	2855
	"2004"	"2004"	"Soft Tissue including Heart"	"24000"	9487
	"2004"	"2004"	"Skin excluding Basal and Squamous"	"25010-25020"	58612
	"2004"	"2004"	"Melanoma of the Skin"	"25010"	54111
	"2004"	"2004"	"Other Non-Epithelial Skin"	"25020"	4501
	"2004"	"2004"	"Male and Female Breast"	"26000"	197955
	"2004"	"2004"	"Female Breast"	"26000-Female"	196264
	"2004"	"2004"	"Male Breast"	"26000-Male"	1691
	"2004"	"2004"	"Female Genital System"	"27010-27070"	78618
	"2004"	"2004"	"Cervix Uteri"	"27010"	12489
	"2004"	"2004"	"Corpus Uteri"	"27020"	37334
	"2004"	"2004"	"Uterus, NOS"	"27030"	1256
	"2004"	"2004"	"Ovary"	"27040"	21355
	"2004"	"2004"	"Vagina"	"27050"	1193
	"2004"	"2004"	"Vulva"	"27060"	3882
	"2004"	"2004"	"Other Female Genital Organs"	"27070"	1109
	"2004"	"2004"	"Male Genital System"	"28010-28040"	212551
	"2004"	"2004"	"Prostate"	"28010"	203300
	"2004"	"2004"	"Testis"	"28020"	7888
	"2004"	"2004"	"Penis"	"28030"	1074
	"2004"	"2004"	"Other Male Genital Organs"	"28040"	289
	"2004"	"2004"	"Urinary System"	"29010-29040"	112007
	"2004"	"2004"	"Urinary Bladder, invasive and in situ"	"29010"	65450
	"2004"	"2004"	"Kidney and Renal Pelvis"	"29020"	44072
	"2004"	"2004"	"Ureter"	"29030"	1718
	"2004"	"2004"	"Other Urinary Organs"	"29040"	767
	"2004"	"2004"	"Eye and Orbit"	"30000"	2628
	"2004"	"2004"	"Brain and Other Nervous System"	"31010-31040"	20505
	"2004"	"2004"	"Brain"	"31010"	19018
	"2004"	"2004"	"Cranial Nerves Other Nervous System"	"31040"	1487
	"2004"	"2004"	"Endocrine System"	"32010-32020"	30524
	"2004"	"2004"	"Thyroid"	"32010"	28248
	"2004"	"2004"	"Other Endocrine including Thymus"	"32020"	2276
	"2004"	"2004"	"Lymphomas"	"33011-33042"	67812
	"2004"	"2004"	"Hodgkin Lymphoma"	"33011-33012"	8360
	"2004"	"2004"	"Hodgkin - Nodal"	"33011"	8075
	"2004"	"2004"	"Hodgkin - Extranodal"	"33012"	285
	"2004"	"2004"	"Non-Hodgkin Lymphoma"	"33041-33042"	59452
	"2004"	"2004"	"NHL - Nodal"	"33041"	41222
	"2004"	"2004"	"NHL - Extranodal"	"33042"	18230
	"2004"	"2004"	"Myeloma"	"34000"	18087
	"2004"	"2004"	"Leukemias"	"35011-35043"	39870
	"2004"	"2004"	"Acute Lymphocytic Leukemia"	"35011"	4456
	"2004"	"2004"	"Chronic Lymphocytic Leukemia"	"35012"	14499
	"2004"	"2004"	"Acute Myeloid Leukemia"	"35021"	10965
	"2004"	"2004"	"Chronic Myeloid Leukemia"	"35022"	4789
	"2004"	"2004"	"Other Leukemias"	"35041-35043"	5161
	"2004"	"2004"	"Other Lymphocytic Leukemia"	"35013"	1409
	"2004"	"2004"	"Acute Monocytic Leukemia"	"35031"	783
	"2004"	"2004"	"Other Acute Leukemia"	"35041"	934
	"2004"	"2004"	"Aleukemic, Subleukemic and NOS"	"35043"	1491
	"2004"	"2004"	"Other Myeloid/Monocytic Leukemia"	"35023"	544
	"2004"	"2004"	"Mesothelioma"	"36010"	3195
	"2004"	"2004"	"Kaposi Sarcoma"	"36020"	1398
	"2004"	"2004"	"Miscellaneous"	"37000"	54454
	"2004"	"2004"	"Male and Female Breast, In Situ"	"Breast-InSitu"	46381
	"2004"	"2004"	"Female Breast, In Situ"	"Breast-InSitu-Female"	46193
	"2004"	"2004"	"Male Breast, In Situ"	"Breast-InSitu-Male"	188
	"2005"	"2005"	"All Invasive Cancer Sites Combined"	"0"	1468216
	"2005"	"2005"	"Oral Cavity and Pharynx"	"20010-20100"	33483
	"2005"	"2005"	"Lip"	"20010"	2062
	"2005"	"2005"	"Tongue"	"20020"	9098
	"2005"	"2005"	"Salivary Gland"	"20030"	3807
	"2005"	"2005"	"Floor of Mouth"	"20040"	2040
	"2005"	"2005"	"Gum and Other Mouth"	"20050"	4823
	"2005"	"2005"	"Nasopharynx"	"20060"	1775
	"2005"	"2005"	"Tonsil"	"20070"	5258
	"2005"	"2005"	"Oropharynx"	"20080"	1460
	"2005"	"2005"	"Hypopharynx"	"20090"	2351
	"2005"	"2005"	"Other Oral Cavity and Pharynx"	"20100"	809
	"2005"	"2005"	"Digestive System"	"21010-21130"	267569
	"2005"	"2005"	"Esophagus"	"21010"	15400
	"2005"	"2005"	"Stomach"	"21020"	21184
	"2005"	"2005"	"Small Intestine"	"21030"	6101
	"2005"	"2005"	"Colon and Rectum"	"21041-21052"	152431
	"2005"	"2005"	"Colon excluding Rectum"	"21041-21049"	110576
	"2005"	"2005"	"Cecum"	"21041"	23783
	"2005"	"2005"	"Appendix"	"21042"	2009
	"2005"	"2005"	"Ascending Colon"	"21043"	20947
	"2005"	"2005"	"Hepatic Flexure"	"21044"	5394
	"2005"	"2005"	"Transverse Colon"	"21045"	9642
	"2005"	"2005"	"Splenic Flexure"	"21046"	3581
	"2005"	"2005"	"Descending Colon"	"21047"	6308
	"2005"	"2005"	"Sigmoid Colon"	"21048"	29747
	"2005"	"2005"	"Large Intestine, NOS"	"21049"	9165
	"2005"	"2005"	"Rectum and Rectosigmoid Junction"	"21051-21052"	41855
	"2005"	"2005"	"Rectosigmoid Junction"	"21051"	11671
	"2005"	"2005"	"Rectum"	"21052"	30184
	"2005"	"2005"	"Anus, Anal Canal and Anorectum"	"21060"	4940
	"2005"	"2005"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	18924
	"2005"	"2005"	"Liver"	"21071"	17202
	"2005"	"2005"	"Intrahepatic Bile Duct"	"21072"	1722
	"2005"	"2005"	"Gallbladder"	"21080"	3473
	"2005"	"2005"	"Other Biliary"	"21090"	5020
	"2005"	"2005"	"Pancreas"	"21100"	35791
	"2005"	"2005"	"Retroperitoneum"	"21110"	1195
	"2005"	"2005"	"Peritoneum, Omentum and Mesentery"	"21120"	1939
	"2005"	"2005"	"Other Digestive Organs"	"21130"	1171
	"2005"	"2005"	"Respiratory System"	"22010-22060"	226903
	"2005"	"2005"	"Nose, Nasal Cavity and Middle Ear"	"22010"	2193
	"2005"	"2005"	"Larynx"	"22020"	12720
	"2005"	"2005"	"Lung and Bronchus"	"22030"	211275
	"2005"	"2005"	"Pleura"	"22050"	108
	"2005"	"2005"	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	607
	"2005"	"2005"	"Bones and Joints"	"23000"	3013
	"2005"	"2005"	"Soft Tissue including Heart"	"24000"	9868
	"2005"	"2005"	"Skin excluding Basal and Squamous"	"25010-25020"	63456
	"2005"	"2005"	"Melanoma of the Skin"	"25010"	58761
	"2005"	"2005"	"Other Non-Epithelial Skin"	"25020"	4695
	"2005"	"2005"	"Male and Female Breast"	"26000"	202704
	"2005"	"2005"	"Female Breast"	"26000-Female"	201030
	"2005"	"2005"	"Male Breast"	"26000-Male"	1674
	"2005"	"2005"	"Female Genital System"	"27010-27070"	81319
	"2005"	"2005"	"Cervix Uteri"	"27010"	12981
	"2005"	"2005"	"Corpus Uteri"	"27020"	38834
	"2005"	"2005"	"Uterus, NOS"	"27030"	1315
	"2005"	"2005"	"Ovary"	"27040"	21815
	"2005"	"2005"	"Vagina"	"27050"	1138
	"2005"	"2005"	"Vulva"	"27060"	4063
	"2005"	"2005"	"Other Female Genital Organs"	"27070"	1173
	"2005"	"2005"	"Male Genital System"	"28010-28040"	217860
	"2005"	"2005"	"Prostate"	"28010"	208226
	"2005"	"2005"	"Testis"	"28020"	8182
	"2005"	"2005"	"Penis"	"28030"	1136
	"2005"	"2005"	"Other Male Genital Organs"	"28040"	316
	"2005"	"2005"	"Urinary System"	"29010-29040"	116108
	"2005"	"2005"	"Urinary Bladder, invasive and in situ"	"29010"	66869
	"2005"	"2005"	"Kidney and Renal Pelvis"	"29020"	46662
	"2005"	"2005"	"Ureter"	"29030"	1767
	"2005"	"2005"	"Other Urinary Organs"	"29040"	810
	"2005"	"2005"	"Eye and Orbit"	"30000"	2658
	"2005"	"2005"	"Brain and Other Nervous System"	"31010-31040"	20746
	"2005"	"2005"	"Brain"	"31010"	19269
	"2005"	"2005"	"Cranial Nerves Other Nervous System"	"31040"	1477
	"2005"	"2005"	"Endocrine System"	"32010-32020"	33714
	"2005"	"2005"	"Thyroid"	"32010"	31440
	"2005"	"2005"	"Other Endocrine including Thymus"	"32020"	2274
	"2005"	"2005"	"Lymphomas"	"33011-33042"	69390
	"2005"	"2005"	"Hodgkin Lymphoma"	"33011-33012"	8699
	"2005"	"2005"	"Hodgkin - Nodal"	"33011"	8349
	"2005"	"2005"	"Hodgkin - Extranodal"	"33012"	350
	"2005"	"2005"	"Non-Hodgkin Lymphoma"	"33041-33042"	60691
	"2005"	"2005"	"NHL - Nodal"	"33041"	41869
	"2005"	"2005"	"NHL - Extranodal"	"33042"	18822
	"2005"	"2005"	"Myeloma"	"34000"	18575
	"2005"	"2005"	"Leukemias"	"35011-35043"	40336
	"2005"	"2005"	"Acute Lymphocytic Leukemia"	"35011"	4414
	"2005"	"2005"	"Chronic Lymphocytic Leukemia"	"35012"	15008
	"2005"	"2005"	"Acute Myeloid Leukemia"	"35021"	10866
	"2005"	"2005"	"Chronic Myeloid Leukemia"	"35022"	4758
	"2005"	"2005"	"Other Leukemias"	"35041-35043"	5290
	"2005"	"2005"	"Other Lymphocytic Leukemia"	"35013"	1440
	"2005"	"2005"	"Acute Monocytic Leukemia"	"35031"	773
	"2005"	"2005"	"Other Acute Leukemia"	"35041"	938
	"2005"	"2005"	"Aleukemic, Subleukemic and NOS"	"35043"	1571
	"2005"	"2005"	"Other Myeloid/Monocytic Leukemia"	"35023"	568
	"2005"	"2005"	"Mesothelioma"	"36010"	3297
	"2005"	"2005"	"Kaposi Sarcoma"	"36020"	1454
	"2005"	"2005"	"Miscellaneous"	"37000"	55763
	"2005"	"2005"	"Male and Female Breast, In Situ"	"Breast-InSitu"	47278
	"2005"	"2005"	"Female Breast, In Situ"	"Breast-InSitu-Female"	47072
	"2005"	"2005"	"Male Breast, In Situ"	"Breast-InSitu-Male"	206
	"2006"	"2006"	"All Invasive Cancer Sites Combined"	"0"	1503929
	"2006"	"2006"	"Oral Cavity and Pharynx"	"20010-20100"	34575
	"2006"	"2006"	"Lip"	"20010"	2089
	"2006"	"2006"	"Tongue"	"20020"	9555
	"2006"	"2006"	"Salivary Gland"	"20030"	3950
	"2006"	"2006"	"Floor of Mouth"	"20040"	2146
	"2006"	"2006"	"Gum and Other Mouth"	"20050"	4849
	"2006"	"2006"	"Nasopharynx"	"20060"	1717
	"2006"	"2006"	"Tonsil"	"20070"	5598
	"2006"	"2006"	"Oropharynx"	"20080"	1577
	"2006"	"2006"	"Hypopharynx"	"20090"	2282
	"2006"	"2006"	"Other Oral Cavity and Pharynx"	"20100"	812
	"2006"	"2006"	"Digestive System"	"21010-21130"	269751
	"2006"	"2006"	"Esophagus"	"21010"	15875
	"2006"	"2006"	"Stomach"	"21020"	21333
	"2006"	"2006"	"Small Intestine"	"21030"	6547
	"2006"	"2006"	"Colon and Rectum"	"21041-21052"	150675
	"2006"	"2006"	"Colon excluding Rectum"	"21041-21049"	109502
	"2006"	"2006"	"Cecum"	"21041"	23594
	"2006"	"2006"	"Appendix"	"21042"	2243
	"2006"	"2006"	"Ascending Colon"	"21043"	20562
	"2006"	"2006"	"Hepatic Flexure"	"21044"	5621
	"2006"	"2006"	"Transverse Colon"	"21045"	9602
	"2006"	"2006"	"Splenic Flexure"	"21046"	3447
	"2006"	"2006"	"Descending Colon"	"21047"	6242
	"2006"	"2006"	"Sigmoid Colon"	"21048"	29392
	"2006"	"2006"	"Large Intestine, NOS"	"21049"	8799
	"2006"	"2006"	"Rectum and Rectosigmoid Junction"	"21051-21052"	41173
	"2006"	"2006"	"Rectosigmoid Junction"	"21051"	11201
	"2006"	"2006"	"Rectum"	"21052"	29972
	"2006"	"2006"	"Anus, Anal Canal and Anorectum"	"21060"	4972
	"2006"	"2006"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	20130
	"2006"	"2006"	"Liver"	"21071"	18319
	"2006"	"2006"	"Intrahepatic Bile Duct"	"21072"	1811
	"2006"	"2006"	"Gallbladder"	"21080"	3533
	"2006"	"2006"	"Other Biliary"	"21090"	5220
	"2006"	"2006"	"Pancreas"	"21100"	37097
	"2006"	"2006"	"Retroperitoneum"	"21110"	1176
	"2006"	"2006"	"Peritoneum, Omentum and Mesentery"	"21120"	1876
	"2006"	"2006"	"Other Digestive Organs"	"21130"	1317
	"2006"	"2006"	"Respiratory System"	"22010-22060"	227869
	"2006"	"2006"	"Nose, Nasal Cavity and Middle Ear"	"22010"	2167
	"2006"	"2006"	"Larynx"	"22020"	12712
	"2006"	"2006"	"Lung and Bronchus"	"22030"	212304
	"2006"	"2006"	"Pleura"	"22050"	95
	"2006"	"2006"	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	591
	"2006"	"2006"	"Bones and Joints"	"23000"	2933
	"2006"	"2006"	"Soft Tissue including Heart"	"24000"	9731
	"2006"	"2006"	"Skin excluding Basal and Squamous"	"25010-25020"	63838
	"2006"	"2006"	"Melanoma of the Skin"	"25010"	59109
	"2006"	"2006"	"Other Non-Epithelial Skin"	"25020"	4729
	"2006"	"2006"	"Male and Female Breast"	"26000"	207113
	"2006"	"2006"	"Female Breast"	"26000-Female"	205404
	"2006"	"2006"	"Male Breast"	"26000-Male"	1709
	"2006"	"2006"	"Female Genital System"	"27010-27070"	82624
	"2006"	"2006"	"Cervix Uteri"	"27010"	12901
	"2006"	"2006"	"Corpus Uteri"	"27020"	39975
	"2006"	"2006"	"Uterus, NOS"	"27030"	1284
	"2006"	"2006"	"Ovary"	"27040"	21944
	"2006"	"2006"	"Vagina"	"27050"	1193
	"2006"	"2006"	"Vulva"	"27060"	4140
	"2006"	"2006"	"Other Female Genital Organs"	"27070"	1187
	"2006"	"2006"	"Male Genital System"	"28010-28040"	236858
	"2006"	"2006"	"Prostate"	"28010"	227433
	"2006"	"2006"	"Testis"	"28020"	7933
	"2006"	"2006"	"Penis"	"28030"	1166
	"2006"	"2006"	"Other Male Genital Organs"	"28040"	326
	"2006"	"2006"	"Urinary System"	"29010-29040"	117831
	"2006"	"2006"	"Urinary Bladder, invasive and in situ"	"29010"	65996
	"2006"	"2006"	"Kidney and Renal Pelvis"	"29020"	49119
	"2006"	"2006"	"Ureter"	"29030"	1871
	"2006"	"2006"	"Other Urinary Organs"	"29040"	845
	"2006"	"2006"	"Eye and Orbit"	"30000"	2715
	"2006"	"2006"	"Brain and Other Nervous System"	"31010-31040"	20965
	"2006"	"2006"	"Brain"	"31010"	19610
	"2006"	"2006"	"Cranial Nerves Other Nervous System"	"31040"	1355
	"2006"	"2006"	"Endocrine System"	"32010-32020"	36280
	"2006"	"2006"	"Thyroid"	"32010"	33976
	"2006"	"2006"	"Other Endocrine including Thymus"	"32020"	2304
	"2006"	"2006"	"Lymphomas"	"33011-33042"	69649
	"2006"	"2006"	"Hodgkin Lymphoma"	"33011-33012"	8598
	"2006"	"2006"	"Hodgkin - Nodal"	"33011"	8286
	"2006"	"2006"	"Hodgkin - Extranodal"	"33012"	312
	"2006"	"2006"	"Non-Hodgkin Lymphoma"	"33041-33042"	61051
	"2006"	"2006"	"NHL - Nodal"	"33041"	42128
	"2006"	"2006"	"NHL - Extranodal"	"33042"	18923
	"2006"	"2006"	"Myeloma"	"34000"	18792
	"2006"	"2006"	"Leukemias"	"35011-35043"	41466
	"2006"	"2006"	"Acute Lymphocytic Leukemia"	"35011"	4613
	"2006"	"2006"	"Chronic Lymphocytic Leukemia"	"35012"	15325
	"2006"	"2006"	"Acute Myeloid Leukemia"	"35021"	11188
	"2006"	"2006"	"Chronic Myeloid Leukemia"	"35022"	5085
	"2006"	"2006"	"Other Leukemias"	"35041-35043"	5255
	"2006"	"2006"	"Other Lymphocytic Leukemia"	"35013"	1389
	"2006"	"2006"	"Acute Monocytic Leukemia"	"35031"	773
	"2006"	"2006"	"Other Acute Leukemia"	"35041"	879
	"2006"	"2006"	"Aleukemic, Subleukemic and NOS"	"35043"	1618
	"2006"	"2006"	"Other Myeloid/Monocytic Leukemia"	"35023"	596
	"2006"	"2006"	"Mesothelioma"	"36010"	3213
	"2006"	"2006"	"Kaposi Sarcoma"	"36020"	1346
	"2006"	"2006"	"Miscellaneous"	"37000"	56380
	"2006"	"2006"	"Male and Female Breast, In Situ"	"Breast-InSitu"	49231
	"2006"	"2006"	"Female Breast, In Situ"	"Breast-InSitu-Female"	49032
	"2006"	"2006"	"Male Breast, In Situ"	"Breast-InSitu-Male"	199
	"2007"	"2007"	"All Invasive Cancer Sites Combined"	"0"	1549324
	"2007"	"2007"	"Oral Cavity and Pharynx"	"20010-20100"	36242
	"2007"	"2007"	"Lip"	"20010"	2074
	"2007"	"2007"	"Tongue"	"20020"	10329
	"2007"	"2007"	"Salivary Gland"	"20030"	4000
	"2007"	"2007"	"Floor of Mouth"	"20040"	2113
	"2007"	"2007"	"Gum and Other Mouth"	"20050"	5076
	"2007"	"2007"	"Nasopharynx"	"20060"	1867
	"2007"	"2007"	"Tonsil"	"20070"	5890
	"2007"	"2007"	"Oropharynx"	"20080"	1588
	"2007"	"2007"	"Hypopharynx"	"20090"	2391
	"2007"	"2007"	"Other Oral Cavity and Pharynx"	"20100"	914
	"2007"	"2007"	"Digestive System"	"21010-21130"	273302
	"2007"	"2007"	"Esophagus"	"21010"	15913
	"2007"	"2007"	"Stomach"	"21020"	21720
	"2007"	"2007"	"Small Intestine"	"21030"	6792
	"2007"	"2007"	"Colon and Rectum"	"21041-21052"	150174
	"2007"	"2007"	"Colon excluding Rectum"	"21041-21049"	108739
	"2007"	"2007"	"Cecum"	"21041"	23445
	"2007"	"2007"	"Appendix"	"21042"	2271
	"2007"	"2007"	"Ascending Colon"	"21043"	20650
	"2007"	"2007"	"Hepatic Flexure"	"21044"	5379
	"2007"	"2007"	"Transverse Colon"	"21045"	9781
	"2007"	"2007"	"Splenic Flexure"	"21046"	3456
	"2007"	"2007"	"Descending Colon"	"21047"	6268
	"2007"	"2007"	"Sigmoid Colon"	"21048"	29051
	"2007"	"2007"	"Large Intestine, NOS"	"21049"	8438
	"2007"	"2007"	"Rectum and Rectosigmoid Junction"	"21051-21052"	41435
	"2007"	"2007"	"Rectosigmoid Junction"	"21051"	11157
	"2007"	"2007"	"Rectum"	"21052"	30278
	"2007"	"2007"	"Anus, Anal Canal and Anorectum"	"21060"	5467
	"2007"	"2007"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	21871
	"2007"	"2007"	"Liver"	"21071"	19950
	"2007"	"2007"	"Intrahepatic Bile Duct"	"21072"	1921
	"2007"	"2007"	"Gallbladder"	"21080"	3590
	"2007"	"2007"	"Other Biliary"	"21090"	5244
	"2007"	"2007"	"Pancreas"	"21100"	38034
	"2007"	"2007"	"Retroperitoneum"	"21110"	1203
	"2007"	"2007"	"Peritoneum, Omentum and Mesentery"	"21120"	2005
	"2007"	"2007"	"Other Digestive Organs"	"21130"	1289
	"2007"	"2007"	"Respiratory System"	"22010-22060"	229879
	"2007"	"2007"	"Nose, Nasal Cavity and Middle Ear"	"22010"	2303
	"2007"	"2007"	"Larynx"	"22020"	12833
	"2007"	"2007"	"Lung and Bronchus"	"22030"	214026
	"2007"	"2007"	"Pleura"	"22050"	105
	"2007"	"2007"	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	612
	"2007"	"2007"	"Bones and Joints"	"23000"	3031
	"2007"	"2007"	"Soft Tissue including Heart"	"24000"	10305
